2004-01,0
2004-02,0
2004-03,0
2004-04,0
2004-05,0
2004-06,0
2004-07,0
2004-08,0
2004-09,0
2004-10,0
2004-11,36
2004-12,0
2005-01,0
2005-02,0
2005-03,10
2005-04,12
2005-05,0
2005-06,0
2005-07,0
2005-08,10
2005-09,9
2005-10,14
2005-11,0
2005-12,0
2006-01,7
2006-02,8
2006-03,6
2006-04,7
2006-05,10
2006-06,0
2006-07,7
2006-08,6
2006-09,6
2006-10,5
2006-11,5
2006-12,5
2007-01,5
2007-02,5
2007-03,13
2007-04,5
2007-05,4
2007-06,4
2007-07,0
2007-08,4
2007-09,4
2007-10,4
2007-11,3
2007-12,0
2008-01,5
2008-02,13
2008-03,9
2008-04,3
2008-05,0
2008-06,3
2008-07,3
2008-08,6
2008-09,3
2008-10,5
2008-11,7
2008-12,2
2009-01,8
2009-02,6
2009-03,6
2009-04,5
2009-05,4
2009-06,3
2009-07,4
2009-08,4
2009-09,5
2009-10,7
2009-11,6
2009-12,2
2010-01,7
2010-02,9
2010-03,6
2010-04,8
2010-05,8
2010-06,4
2010-07,3
2010-08,5
2010-09,6
2010-10,4
2010-11,6
2010-12,7
2011-01,5
2011-02,4
2011-03,6
2011-04,8
2011-05,5
2011-06,5
2011-07,3
2011-08,4
2011-09,7
2011-10,9
2011-11,10
2011-12,5
2012-01,6
2012-02,6
2012-03,9
2012-04,8
2012-05,10
2012-06,6
2012-07,6
2012-08,8
2012-09,10
2012-10,9
2012-11,13
2012-12,7
2013-01,13
2013-02,11
2013-03,9
2013-04,14
2013-05,11
2013-06,11
2013-07,8
2013-08,12
2013-09,16
2013-10,15
2013-11,16
2013-12,10
2014-01,14
2014-02,18
2014-03,19
2014-04,20
2014-05,16
2014-06,16
2014-07,11
2014-08,18
2014-09,20
2014-10,26
2014-11,22
2014-12,16
2015-01,23
2015-02,26
2015-03,29
2015-04,30
2015-05,27
2015-06,22
2015-07,13
2015-08,24
2015-09,33
2015-10,32
2015-11,35
2015-12,27
2016-01,37
2016-02,37
2016-03,37
2016-04,41
2016-05,39
2016-06,39
2016-07,26
2016-08,41
2016-09,60
2016-10,56
2016-11,55
2016-12,41
2017-01,62
2017-02,65
2017-03,65
2017-04,56
2017-05,67
2017-06,51
2017-07,39
2017-08,63
2017-09,77
2017-10,90
2017-11,78
2017-12,63
2018-01,71
2018-02,85
2018-03,78
2018-04,72
2018-05,72
2018-06,54
2018-07,46
2018-08,68
2018-09,83
2018-10,96
2018-11,74
2018-12,65
2019-01,74
2019-02,84
2019-03,78
2019-04,88
2019-05,73
2019-06,69
2019-07,57
2019-08,69
2019-09,78
2019-10,97
2019-11,89
2019-12,67
2020-01,79
2020-02,88
2020-03,100
2020-04,98
2020-05,70
2020-06,59
