2004-01,16
2004-02,18
2004-03,20
2004-04,19
2004-05,18
2004-06,17
2004-07,15
2004-08,16
2004-09,19
2004-10,16
2004-11,18
2004-12,16
2005-01,17
2005-02,14
2005-03,18
2005-04,20
2005-05,18
2005-06,17
2005-07,17
2005-08,17
2005-09,17
2005-10,21
2005-11,18
2005-12,19
2006-01,18
2006-02,18
2006-03,17
2006-04,19
2006-05,16
2006-06,17
2006-07,15
2006-08,19
2006-09,15
2006-10,17
2006-11,16
2006-12,18
2007-01,16
2007-02,16
2007-03,18
2007-04,16
2007-05,19
2007-06,19
2007-07,18
2007-08,20
2007-09,19
2007-10,19
2007-11,20
2007-12,19
2008-01,19
2008-02,22
2008-03,20
2008-04,22
2008-05,23
2008-06,23
2008-07,24
2008-08,25
2008-09,25
2008-10,26
2008-11,26
2008-12,25
2009-01,27
2009-02,30
2009-03,29
2009-04,29
2009-05,28
2009-06,30
2009-07,29
2009-08,31
2009-09,36
2009-10,37
2009-11,36
2009-12,36
2010-01,34
2010-02,37
2010-03,39
2010-04,38
2010-05,38
2010-06,36
2010-07,39
2010-08,40
2010-09,40
2010-10,43
2010-11,45
2010-12,39
2011-01,45
2011-02,44
2011-03,44
2011-04,46
2011-05,45
2011-06,43
2011-07,39
2011-08,43
2011-09,45
2011-10,47
2011-11,46
2011-12,42
2012-01,47
2012-02,52
2012-03,50
2012-04,54
2012-05,54
2012-06,46
2012-07,45
2012-08,49
2012-09,55
2012-10,58
2012-11,54
2012-12,49
2013-01,53
2013-02,56
2013-03,56
2013-04,56
2013-05,53
2013-06,45
2013-07,45
2013-08,47
2013-09,55
2013-10,56
2013-11,56
2013-12,52
2014-01,55
2014-02,59
2014-03,58
2014-04,59
2014-05,55
2014-06,48
2014-07,46
2014-08,48
2014-09,57
2014-10,60
2014-11,54
2014-12,49
2015-01,51
2015-02,57
2015-03,56
2015-04,54
2015-05,53
2015-06,46
2015-07,43
2015-08,45
2015-09,57
2015-10,58
2015-11,56
2015-12,52
2016-01,58
2016-02,65
2016-03,61
2016-04,63
2016-05,58
2016-06,46
2016-07,44
2016-08,43
2016-09,58
2016-10,59
2016-11,60
2016-12,54
2017-01,60
2017-02,65
2017-03,61
2017-04,56
2017-05,55
2017-06,44
2017-07,42
2017-08,44
2017-09,58
2017-10,61
2017-11,62
2017-12,50
2018-01,46
2018-02,57
2018-03,63
2018-04,62
2018-05,57
2018-06,44
2018-07,43
2018-08,47
2018-09,60
2018-10,61
2018-11,59
2018-12,52
2019-01,59
2019-02,65
2019-03,62
2019-04,62
2019-05,56
2019-06,46
2019-07,43
2019-08,46
2019-09,61
2019-10,66
2019-11,62
2019-12,54
2020-01,61
2020-02,74
2020-03,77
2020-04,100
2020-05,94
2020-06,78
