2004-01,0
2004-02,0
2004-03,0
2004-04,0
2004-05,0
2004-06,0
2004-07,0
2004-08,0
2004-09,0
2004-10,0
2004-11,0
2004-12,0
2005-01,0
2005-02,0
2005-03,0
2005-04,0
2005-05,0
2005-06,0
2005-07,0
2005-08,0
2005-09,0
2005-10,0
2005-11,0
2005-12,0
2006-01,0
2006-02,0
2006-03,0
2006-04,0
2006-05,0
2006-06,0
2006-07,0
2006-08,0
2006-09,0
2006-10,0
2006-11,0
2006-12,0
2007-01,0
2007-02,0
2007-03,0
2007-04,0
2007-05,0
2007-06,0
2007-07,0
2007-08,0
2007-09,0
2007-10,0
2007-11,0
2007-12,0
2008-01,0
2008-02,0
2008-03,0
2008-04,0
2008-05,0
2008-06,0
2008-07,0
2008-08,0
2008-09,0
2008-10,12
2008-11,0
2008-12,0
2009-01,12
2009-02,0
2009-03,0
2009-04,0
2009-05,0
2009-06,0
2009-07,0
2009-08,0
2009-09,0
2009-10,0
2009-11,0
2009-12,9
2010-01,0
2010-02,9
2010-03,0
2010-04,9
2010-05,0
2010-06,0
2010-07,0
2010-08,0
2010-09,7
2010-10,0
2010-11,14
2010-12,0
2011-01,0
2011-02,0
2011-03,0
2011-04,0
2011-05,0
2011-06,6
2011-07,0
2011-08,0
2011-09,0
2011-10,0
2011-11,5
2011-12,5
2012-01,0
2012-02,0
2012-03,5
2012-04,0
2012-05,5
2012-06,10
2012-07,0
2012-08,0
2012-09,9
2012-10,4
2012-11,0
2012-12,0
2013-01,16
2013-02,4
2013-03,0
2013-04,8
2013-05,4
2013-06,8
2013-07,10
2013-08,4
2013-09,6
2013-10,5
2013-11,7
2013-12,4
2014-01,7
2014-02,5
2014-03,5
2014-04,13
2014-05,9
2014-06,6
2014-07,11
2014-08,14
2014-09,13
2014-10,14
2014-11,10
2014-12,11
2015-01,10
2015-02,8
2015-03,13
2015-04,7
2015-05,17
2015-06,14
2015-07,13
2015-08,19
2015-09,17
2015-10,23
2015-11,21
2015-12,21
2016-01,22
2016-02,15
2016-03,19
2016-04,11
2016-05,11
2016-06,26
2016-07,15
2016-08,22
2016-09,28
2016-10,15
2016-11,21
2016-12,22
2017-01,27
2017-02,33
2017-03,26
2017-04,30
2017-05,26
2017-06,46
2017-07,46
2017-08,18
2017-09,41
2017-10,44
2017-11,65
2017-12,49
2018-01,60
2018-02,68
2018-03,55
2018-04,91
2018-05,66
2018-06,65
2018-07,53
2018-08,62
2018-09,44
2018-10,64
2018-11,64
2018-12,75
2019-01,73
2019-02,75
2019-03,70
2019-04,63
2019-05,74
2019-06,94
2019-07,77
2019-08,100
2019-09,97
2019-10,84
2019-11,91
2019-12,68
2020-01,93
2020-02,89
2020-03,65
2020-04,65
2020-05,64
2020-06,63
