2004-01,0
2004-02,100
2004-03,0
2004-04,48
2004-05,41
2004-06,0
2004-07,0
2004-08,40
2004-09,37
2004-10,38
2004-11,0
2004-12,70
2005-01,0
2005-02,32
2005-03,27
2005-04,0
2005-05,0
2005-06,54
2005-07,0
2005-08,0
2005-09,24
2005-10,45
2005-11,22
2005-12,22
2006-01,57
2006-02,20
2006-03,0
2006-04,19
2006-05,17
2006-06,36
2006-07,0
2006-08,33
2006-09,0
2006-10,21
2006-11,14
2006-12,14
2007-01,25
2007-02,33
2007-03,12
2007-04,12
2007-05,10
2007-06,11
2007-07,21
2007-08,10
2007-09,10
2007-10,9
2007-11,8
2007-12,15
2008-01,24
2008-02,8
2008-03,10
2008-04,0
2008-05,15
2008-06,19
2008-07,10
2008-08,7
2008-09,10
2008-10,12
2008-11,10
2008-12,9
2009-01,6
2009-02,13
2009-03,11
2009-04,17
2009-05,5
2009-06,11
2009-07,9
2009-08,5
2009-09,10
2009-10,10
2009-11,21
2009-12,16
2010-01,10
2010-02,12
2010-03,15
2010-04,9
2010-05,7
2010-06,16
2010-07,4
2010-08,17
2010-09,12
2010-10,18
2010-11,18
2010-12,12
2011-01,17
2011-02,14
2011-03,17
2011-04,20
2011-05,23
2011-06,5
2011-07,14
2011-08,17
2011-09,23
2011-10,18
2011-11,18
2011-12,21
2012-01,15
2012-02,26
2012-03,16
2012-04,14
2012-05,21
2012-06,23
2012-07,16
2012-08,11
2012-09,18
2012-10,11
2012-11,15
2012-12,14
2013-01,12
2013-02,24
2013-03,23
2013-04,20
2013-05,18
2013-06,17
2013-07,11
2013-08,6
2013-09,23
2013-10,23
2013-11,21
2013-12,23
2014-01,24
2014-02,24
2014-03,24
2014-04,25
2014-05,27
2014-06,23
2014-07,19
2014-08,20
2014-09,24
2014-10,20
2014-11,26
2014-12,22
2015-01,25
2015-02,24
2015-03,27
2015-04,34
2015-05,28
2015-06,22
2015-07,20
2015-08,22
2015-09,32
2015-10,31
2015-11,29
2015-12,29
2016-01,22
2016-02,44
2016-03,37
2016-04,35
2016-05,27
2016-06,25
2016-07,23
2016-08,27
2016-09,40
2016-10,31
2016-11,34
2016-12,32
2017-01,30
2017-02,50
2017-03,44
2017-04,38
2017-05,40
2017-06,32
2017-07,26
2017-08,29
2017-09,48
2017-10,57
2017-11,63
2017-12,81
2018-01,49
2018-02,55
2018-03,44
2018-04,51
2018-05,38
2018-06,30
2018-07,37
2018-08,26
2018-09,44
2018-10,45
2018-11,35
2018-12,26
2019-01,29
2019-02,52
2019-03,42
2019-04,46
2019-05,37
2019-06,31
2019-07,26
2019-08,23
2019-09,56
2019-10,42
2019-11,44
2019-12,33
2020-01,32
2020-02,61
2020-03,50
2020-04,58
2020-05,54
2020-06,52
