2004-01,21
2004-02,38
2004-03,57
2004-04,48
2004-05,49
2004-06,31
2004-07,40
2004-08,30
2004-09,31
2004-10,41
2004-11,32
2004-12,32
2005-01,31
2005-02,44
2005-03,41
2005-04,28
2005-05,47
2005-06,36
2005-07,25
2005-08,38
2005-09,44
2005-10,25
2005-11,34
2005-12,33
2006-01,52
2006-02,45
2006-03,46
2006-04,72
2006-05,52
2006-06,36
2006-07,34
2006-08,30
2006-09,40
2006-10,29
2006-11,28
2006-12,17
2007-01,33
2007-02,38
2007-03,38
2007-04,41
2007-05,41
2007-06,31
2007-07,31
2007-08,29
2007-09,34
2007-10,36
2007-11,36
2007-12,29
2008-01,40
2008-02,35
2008-03,33
2008-04,52
2008-05,43
2008-06,36
2008-07,36
2008-08,33
2008-09,33
2008-10,36
2008-11,38
2008-12,33
2009-01,35
2009-02,41
2009-03,45
2009-04,54
2009-05,38
2009-06,40
2009-07,36
2009-08,37
2009-09,38
2009-10,43
2009-11,45
2009-12,32
2010-01,32
2010-02,43
2010-03,47
2010-04,41
2010-05,48
2010-06,42
2010-07,41
2010-08,44
2010-09,44
2010-10,38
2010-11,39
2010-12,30
2011-01,40
2011-02,40
2011-03,46
2011-04,50
2011-05,36
2011-06,30
2011-07,34
2011-08,35
2011-09,37
2011-10,34
2011-11,35
2011-12,29
2012-01,34
2012-02,39
2012-03,39
2012-04,48
2012-05,41
2012-06,37
2012-07,31
2012-08,41
2012-09,43
2012-10,41
2012-11,38
2012-12,29
2013-01,36
2013-02,46
2013-03,42
2013-04,57
2013-05,42
2013-06,35
2013-07,34
2013-08,38
2013-09,41
2013-10,44
2013-11,49
2013-12,33
2014-01,47
2014-02,45
2014-03,50
2014-04,57
2014-05,51
2014-06,39
2014-07,44
2014-08,40
2014-09,49
2014-10,54
2014-11,46
2014-12,37
2015-01,49
2015-02,57
2015-03,55
2015-04,72
2015-05,61
2015-06,39
2015-07,38
2015-08,46
2015-09,49
2015-10,60
2015-11,58
2015-12,44
2016-01,57
2016-02,61
2016-03,61
2016-04,73
2016-05,59
2016-06,44
2016-07,45
2016-08,47
2016-09,60
2016-10,61
2016-11,60
2016-12,52
2017-01,58
2017-02,63
2017-03,76
2017-04,74
2017-05,72
2017-06,46
2017-07,41
2017-08,57
2017-09,63
2017-10,67
2017-11,63
2017-12,58
2018-01,67
2018-02,68
2018-03,71
2018-04,79
2018-05,72
2018-06,51
2018-07,49
2018-08,56
2018-09,75
2018-10,78
2018-11,65
2018-12,59
2019-01,78
2019-02,79
2019-03,84
2019-04,100
2019-05,83
2019-06,67
2019-07,65
2019-08,72
2019-09,83
2019-10,84
2019-11,72
2019-12,70
2020-01,89
2020-02,91
2020-03,70
2020-04,69
2020-05,64
2020-06,73
